date,lane,cc_id,num_bifurcations,num_mergers,wave_length
2022-11-30,1,83,0,0,1.4960251531748128
2022-11-30,1,84,0,0,0.1206541785506516
2022-11-30,1,85,0,0,1.447810391814265
2022-11-30,1,86,0,0,0.3123776170610597
2022-11-30,1,87,0,0,0.1674564282863286
2022-12-01,1,1,3,4,3.5663714773646404
2022-12-01,1,2,1,1,3.6328359006304463
2022-12-01,1,3,0,0,0.4539963660892638
2022-12-01,1,4,0,0,1.1590334537979103
2022-12-01,1,5,0,0,0.150473374079425
2022-12-01,1,6,11,12,3.7840550051036743
2022-12-01,1,7,0,0,1.7016540023788167
2022-12-01,1,8,0,0,0.0683042057564335
2022-12-01,1,9,0,0,0.4753457489298114
2022-12-01,1,10,11,13,3.7879855158052536
2022-12-01,1,11,0,0,0.2097035090749912
2022-12-01,1,12,0,0,0.079279020381108
2022-12-01,1,13,0,0,0.5743228503108568
2022-12-01,1,14,0,0,0.5536014112494954
2022-12-01,1,15,3,3,3.7207705271503144
2022-12-01,1,16,0,0,0.2601648982358853
2022-12-01,1,17,0,0,0.311255045372576
2022-12-01,1,18,0,0,0.0844536947140284
2022-12-01,1,19,0,0,0.0540103216734593
2022-12-01,1,20,2,1,0.7146956135252793
2022-12-01,1,21,0,0,0.0341675619984798
2022-12-01,1,22,0,0,0.0301740420598335
2022-12-01,1,23,0,0,0.0660532956577455
2022-12-01,1,24,0,0,1.4589846865732383
2022-12-01,1,25,0,0,0.21681383360675
2022-12-01,1,26,1,0,2.349120563602277
2022-12-01,1,27,6,4,3.7283557098787057
2022-12-01,1,28,0,0,0.1017039562542621
2022-12-01,1,29,2,0,2.5840943293598357
2022-12-01,1,30,0,0,0.1059426774307681
2022-12-01,1,31,0,0,0.0612930155437965
2022-12-01,1,32,0,0,0.0706363882395706
2022-12-01,1,33,0,0,0.1000825475852664
2022-12-01,1,34,0,0,0.0736714322069644
2022-12-01,1,35,0,0,0.216642118727286
2022-12-01,1,36,0,0,0.0260343750154774
2022-12-01,1,37,9,7,3.7043267907557222
2022-12-01,1,38,0,0,0.6569903971322475
2022-12-01,1,39,0,0,0.058376106188227
2022-12-01,1,40,2,1,3.8065408852846048
2022-12-01,1,41,0,1,1.0356800011122471
2022-12-01,1,42,0,0,0.4788213628235525
2022-12-01,1,43,10,12,3.486944290580645
2022-12-01,1,44,0,0,0.0503138727886209
2022-12-01,1,45,0,0,0.0260671757922708
2022-12-01,1,46,0,0,0.4741611247071233
2022-12-01,1,47,0,0,2.3159052118111205
2022-12-01,1,48,0,0,0.2033704088327468
2022-12-01,1,49,0,0,0.0492940054030057
2022-12-01,1,50,1,1,0.8372628286689121
2022-12-01,1,51,0,0,0.4697953708694911
2022-12-01,1,52,4,2,3.652038018794485
2022-12-01,1,53,0,0,0.5374770354847627
2022-12-01,1,54,0,1,1.9129863207976217
2022-12-01,1,55,0,0,0.0281252226549284
2022-12-01,1,56,0,0,0.2391394446044188
2022-12-01,1,57,0,0,0.1504726307171253
2022-12-01,1,58,0,0,0.0989890047704662
2022-12-01,1,59,0,0,1.116190119540832
2022-12-01,1,60,11,8,3.620629015351689
2022-12-01,1,61,0,0,0.1021008320500058
2022-12-01,1,62,2,2,0.9510922021721272
2022-12-01,1,63,0,0,0.2213509152863721
2022-12-01,1,64,0,0,0.2730142445676478
2022-12-01,1,65,0,0,0.094819055133442
2022-12-01,1,66,0,0,0.0149972932323692
2022-12-01,1,67,0,0,0.2875975385996767
2022-12-01,1,68,1,0,1.9346867484210504
2022-12-01,1,69,0,0,0.0374910433374608
2022-12-01,1,70,0,0,0.0169912092516568
2022-12-01,1,71,0,0,0.1406551380926686
2022-12-01,1,72,0,0,0.2419035848706059
2022-12-01,1,73,1,0,0.9194693068029878
2022-12-01,1,74,0,0,0.1491730716106403
2022-12-01,1,75,1,0,2.7138249547475226
2022-12-01,1,76,0,0,0.787476945158808
2022-12-01,1,77,2,1,3.492091538001844
2022-12-01,1,78,0,0,0.0404894439217287
2022-12-01,1,79,0,0,0.0372709495897396
2022-12-01,1,80,0,0,1.375822012120075
2022-12-01,1,81,1,1,0.6241372165181147
2022-12-01,1,82,0,0,0.0873760097475653
2022-12-01,1,83,0,0,0.2908662394842949
2022-12-01,1,84,0,0,0.554029620343627
2022-12-02,1,1,0,0,0.1069639018387178
2022-12-02,1,2,5,6,3.709078964652498
2022-12-02,1,3,2,1,3.000503468063272
2022-12-02,1,4,0,0,0.4112223016081699
2022-12-02,1,5,3,1,3.725849232059204
2022-12-02,1,6,0,0,0.0253765954267208
2022-12-02,1,7,0,0,0.3557669821435567
2022-12-02,1,8,0,0,0.5496121673583403
2022-12-02,1,9,8,7,3.637876540686712
2022-12-02,1,10,0,0,0.8976449150934656
2022-12-02,1,11,4,2,3.749696903354149
2022-12-02,1,12,0,0,0.0757586518929258
2022-12-02,1,13,0,0,0.1643593676938834
2022-12-02,1,14,0,0,0.0528527712112776
2022-12-02,1,15,4,3,3.258501637508047
2022-12-02,1,16,0,0,0.1758518820936245
2022-12-02,1,17,0,0,0.0483116314315452
2022-12-02,1,18,0,0,1.7468393882234992
2022-12-02,1,19,3,3,3.675661234598408
2022-12-02,1,20,0,0,1.6347913319969294
2022-12-02,1,21,9,7,3.5976381424720856
2022-12-02,1,22,0,0,0.4499981208807355
2022-12-02,1,23,0,0,0.1880889293008252
2022-12-02,1,24,0,0,0.146121904963941
2022-12-02,1,25,0,0,0.2213478316776544
2022-12-02,1,26,0,0,0.0999664154747606
2022-12-02,1,27,5,3,2.39432383183091
2022-12-02,1,28,0,0,0.5800610367793055
2022-12-02,1,29,0,0,0.170185362322762
2022-12-02,1,30,0,0,1.284838091342948
2022-12-02,1,31,3,4,1.2827130536920637
2022-12-02,1,32,0,0,0.101015935805556
2022-12-02,1,33,0,0,0.0558290334177371
2022-12-02,1,34,0,0,0.0443004771573782
2022-12-02,1,35,1,0,0.2577721432651145
2022-12-02,1,36,0,0,0.1363382444282805
