date,lane,num_cc,num_bifurcations,num_mergers,wave_length,cluster
2022-11-22,1,61,0,0,0.1840470462668477,0
2022-11-22,1,61,1,1,0.6315221103226847,0
2022-11-22,1,61,1,0,0.7864752636618135,0
2022-11-22,1,61,0,0,0.0161779686277796,0
2022-11-28,1,70,0,0,0.0993464185782286,0
2022-11-28,1,70,0,0,0.1279325458626559,0
2022-11-28,1,70,0,0,0.078869838464314,0
2022-11-28,1,70,1,1,2.441496139596964,0
2022-11-28,1,70,0,0,0.6660993870630634,0
2022-11-28,1,70,0,0,0.3036436763368755,0
2022-11-28,1,70,0,0,0.0423740794144862,0
2022-11-28,1,70,0,0,0.3102862686820415,0
2022-11-28,1,70,2,0,3.675559442341928,2
2022-11-28,1,70,0,0,0.0271223565488369,0
2022-11-28,1,70,0,0,0.0424527663031994,0
2022-11-28,1,70,0,0,0.0887921572606629,0
2022-11-28,1,70,0,0,0.2365369973749409,0
2022-11-28,1,70,0,1,2.7838520255044727,0
2022-11-28,1,70,0,0,0.2520276984852643,0
2022-11-28,1,70,0,0,0.3996254132912114,0
2022-11-28,1,70,0,0,0.284574657401329,0
2022-11-28,1,70,0,0,0.270219518756349,0
2022-11-28,1,70,0,0,0.736368309065,0
2022-11-28,1,70,0,0,0.1139688583070324,0
2022-11-28,1,70,1,0,2.63719129381046,0
2022-11-28,1,70,0,0,0.1990289519527834,0
2022-11-28,1,70,0,0,0.5548084511609588,0
2022-11-28,1,70,0,0,0.0720533178826343,0
2022-11-28,1,70,0,0,0.508697247900443,0
2022-11-28,1,70,0,1,0.7417712222518702,0
2022-11-28,1,70,0,0,0.5157405982727212,0
2022-11-28,1,70,0,0,0.30435912861725,0
2022-11-28,1,70,0,0,0.3259869892634981,0
2022-11-28,1,70,0,0,3.639962671680543,0
2022-11-28,1,70,0,0,0.0214661152842978,0
2022-11-28,1,70,0,0,0.1883165501710451,0
2022-11-28,1,70,0,0,1.91057099135012,0
2022-11-28,1,70,0,0,2.0130905745352976,0
2022-11-28,1,70,0,0,0.0656045303823589,0
2022-11-28,1,70,0,0,0.0735673416048641,0
2022-11-28,1,70,0,0,0.2901447253191094,0
2022-11-28,1,70,0,0,0.4156707243314059,0
2022-11-28,1,70,0,0,2.2652384243504997,0
2022-11-28,1,70,0,0,0.1287776595311029,0
2022-11-28,1,70,0,0,2.4862265260298457,0
2022-11-28,1,70,2,3,2.7981811713976583,2
2022-11-28,1,70,5,3,3.764320347001594,2
2022-11-28,1,70,0,0,0.889488567086758,0
2022-11-28,1,70,0,0,0.0719303290226491,0
2022-11-28,1,70,0,0,0.5056071558779891,0
2022-11-28,1,70,0,0,0.2110141734512183,0
2022-11-28,1,70,0,2,2.121533389880092,0
2022-11-28,1,70,0,0,0.0195121720528703,0
2022-11-28,1,70,0,0,0.1514528989234236,0
2022-11-28,1,70,0,0,1.3113217677797948,0
2022-11-28,1,70,0,0,0.1314521021228856,0
2022-11-28,1,70,4,5,3.4389983040036043,2
2022-11-28,1,70,0,0,0.1458146983267809,0
2022-11-28,1,70,0,0,2.592204046968334,0
2022-11-28,1,70,0,0,0.0423367121497477,0
2022-11-28,1,70,0,0,0.042782856217876,0
2022-11-28,1,70,0,0,0.2509230951060743,0
2022-11-28,1,70,8,8,3.5294793073774287,1
2022-11-28,1,70,0,0,0.0528770975971326,0
2022-11-28,1,70,0,0,1.2833122104314685,0
2022-11-28,1,70,0,0,0.057024994686408,0
2022-11-28,1,70,0,0,0.1505501520199743,0
2022-11-28,1,70,0,0,0.2328388186904959,0
2022-11-28,1,70,0,0,0.0573060524250976,0
2022-11-28,1,70,0,0,0.1945727212550849,0
2022-11-28,1,70,0,0,0.0766802378650624,0
2022-11-28,1,70,0,0,0.205455113446682,0
2022-11-28,1,70,0,0,0.1871725517030285,0
2022-11-28,1,70,1,1,0.0498539422091539,0
2022-11-29,1,105,0,0,0.319394531233037,0
2022-11-29,1,105,4,3,3.597202316176194,2
2022-11-29,1,105,2,1,3.0698681779485213,2
2022-11-29,1,105,0,0,0.0458103075017604,0
2022-11-29,1,105,5,3,3.6330817228670327,2
2022-11-29,1,105,0,0,0.3652044550485129,0
2022-11-29,1,105,0,0,0.4328595696263946,0
2022-11-29,1,105,0,0,0.1187832458238276,0
2022-11-29,1,105,0,0,0.4179229044404309,0
2022-11-29,1,105,0,0,0.1587181856348181,0
2022-11-29,1,105,0,0,1.8075171152935,0
2022-11-29,1,105,1,0,0.887495512491661,0
2022-11-29,1,105,2,3,2.1494969830411748,2
2022-11-29,1,105,3,1,3.734577240991363,2
2022-11-29,1,105,1,0,0.1491990203151445,0
2022-11-29,1,105,0,0,0.0653392320331178,0
2022-11-29,1,105,0,0,0.1074494441340832,0
2022-11-29,1,105,2,3,2.9083723062231215,2
2022-11-29,1,105,0,0,0.3293616291686163,0
2022-11-29,1,105,4,3,3.068390579268872,2
2022-11-29,1,105,5,3,2.931303365844471,2
2022-11-29,1,105,12,9,3.7336102673770526,1
2022-11-29,1,105,0,0,0.3833773306206822,0
2022-11-29,1,105,0,0,0.6368195585330341,0
2022-11-29,1,105,0,0,0.1466103082590493,0
2022-11-29,1,105,0,0,0.461422640530472,0
2022-11-29,1,105,0,0,0.1954668882189238,0
2022-11-29,1,105,0,0,0.2867972071526807,0
2022-11-29,1,105,4,4,1.9399399103123256,2
2022-11-29,1,105,0,0,0.0637975751787536,0
2022-11-29,1,105,0,0,0.0528100832005051,0
2022-11-29,1,105,0,0,0.0876139442395498,0
2022-11-29,1,105,1,2,2.8990763912137254,2
2022-11-29,1,105,3,5,3.084321378864537,2
2022-11-29,1,105,0,0,0.1228581516507603,0
2022-11-29,1,105,0,0,0.1608414241526787,0
2022-11-29,1,105,5,2,3.5779730801262204,2
2022-11-29,1,105,12,12,3.6503316352189823,1
2022-11-29,1,105,0,0,0.0245323351007655,0
2022-11-29,1,105,0,0,0.1234673423527965,0
2022-11-29,1,105,0,0,0.4236879397614004,0
2022-11-29,1,105,0,0,0.044285743121236,0
2022-11-29,1,105,0,0,0.0599356606291081,0
2022-11-29,1,105,1,1,3.5689610986922844,2
2022-11-29,1,105,0,0,0.3317828133767051,0
2022-11-29,1,105,0,0,0.5545400868782906,0
2022-11-29,1,105,0,0,0.0047800464150427,0
2022-11-29,1,105,6,7,3.6170024583559055,2
2022-11-29,1,105,0,0,0.0620922143680431,0
2022-11-29,1,105,0,0,1.3428054981071895,0
2022-11-29,1,105,0,0,0.0384117604927141,0
2022-11-29,1,105,0,0,0.1506903877735794,0
2022-11-29,1,105,0,0,0.0735012222476072,0
2022-11-29,1,105,0,0,0.1780419619181756,0
2022-11-29,1,105,0,0,1.0062858142914095,0
2022-11-29,1,105,4,2,3.602810000556559,2
2022-11-29,1,105,0,0,0.0286906903290287,0
2022-11-29,1,105,0,0,0.2549578334629316,0
2022-11-29,1,105,0,0,-0.0055135283142178,0
2022-11-29,1,105,0,0,0.0560353312002703,0
2022-11-29,1,105,0,0,-0.0164567662712897,0
2022-11-29,1,105,3,4,2.509788895609077,2
2022-11-29,1,105,0,0,0.1266083147833256,0
2022-11-29,1,105,0,1,0.2897125906299251,0
2022-11-29,1,105,0,0,0.0311505339450235,0
2022-11-29,1,105,0,0,0.0450874829900058,0
2022-11-29,1,105,0,0,0.0414808681256104,0
2022-11-29,1,105,0,0,0.0802609294273963,0
2022-11-29,1,105,0,0,1.3089960165468568,0
2022-11-29,1,105,0,0,0.3909116724023249,0
2022-11-29,1,105,1,1,1.9479124298179045,0
2022-11-29,1,105,9,6,3.4615249216727904,1
2022-11-29,1,105,0,0,0.0617806231578939,0
2022-11-29,1,105,0,0,0.3048125954505565,0
2022-11-29,1,105,0,0,1.9987575081761548,0
2022-11-29,1,105,0,0,1.4282819544825287,0
2022-11-29,1,105,0,0,0.0301426889786782,0
2022-11-29,1,105,0,0,0.7078379119563394,0
2022-11-29,1,105,0,0,0.2299475343207504,0
2022-11-29,1,105,0,0,0.1925996668936562,0
2022-11-29,1,105,3,2,2.9927317196993357,2
2022-11-29,1,105,0,0,0.1993912658412853,0
2022-11-29,1,105,0,0,0.0481422170959859,0
2022-11-29,1,105,0,0,0.5502441337823782,0
2022-11-29,1,105,0,0,0.2110778031476101,0
2022-11-29,1,105,0,0,0.0500965748845914,0
2022-11-29,1,105,0,0,0.1863718408367773,0
2022-11-29,1,105,0,0,0.2166054294779087,0
2022-11-29,1,105,0,0,0.0691704052671084,0
2022-11-29,1,105,0,0,0.7142835011071469,0
2022-11-29,1,105,0,0,0.0900374761254525,0
2022-11-29,1,105,0,0,0.0537681464407526,0
2022-11-29,1,105,0,0,0.0448382828304616,0
2022-11-29,1,105,5,5,3.5014790462014176,2
2022-11-29,1,105,0,0,0.4286184933436061,0
2022-11-29,1,105,1,0,0.6902703003461284,0
2022-11-29,1,105,0,0,0.0445142363689612,0
2022-11-29,1,105,0,0,0.0590049459892796,0
2022-11-29,1,105,0,0,0.8212908620587669,0
2022-11-29,1,105,0,0,0.1469211286947072,0
2022-11-29,1,105,0,0,0.1127118115153109,0
2022-11-29,1,105,0,0,2.195050900083878,0
2022-11-29,1,105,3,1,2.042562190959885,2
2022-11-29,1,105,0,0,0.0745980058520174,0
2022-11-29,1,105,0,0,0.0524821696883677,0
2022-11-30,1,87,0,0,0.1945349536822007,0
2022-11-30,1,87,0,0,0.045807809510542,0
2022-11-30,1,87,0,0,0.0884122616818956,0
2022-11-30,1,87,0,0,0.0580189674731812,0
2022-11-30,1,87,0,0,0.157485217848702,0
2022-11-30,1,87,7,6,2.9353392573784376,2
2022-11-30,1,87,4,1,2.169797609466777,2
2022-11-30,1,87,0,0,0.0550283521748653,0
2022-11-30,1,87,0,0,0.8957570745653243,0
2022-11-30,1,87,2,1,2.2096056566813687,2
2022-11-30,1,87,0,0,0.1302377972678599,0
2022-11-30,1,87,2,1,1.447539192645209,0
2022-11-30,1,87,0,0,3.4870797935318194,0
2022-11-30,1,87,0,0,0.3396861955235266,0
2022-11-30,1,87,3,3,2.9362406000847514,2
2022-11-30,1,87,0,0,0.0479026285874724,0
2022-11-30,1,87,5,2,3.817601661001405,2
2022-11-30,1,87,0,0,0.51079007345772,0
2022-11-30,1,87,0,0,0.1541943288159544,0
2022-11-30,1,87,12,9,3.676400015622626,1
2022-11-30,1,87,0,0,0.1733315013514342,0
2022-11-30,1,87,0,0,0.4919730716322448,0
2022-11-30,1,87,0,0,0.0372609037751772,0
2022-11-30,1,87,0,0,0.1075488097833172,0
2022-11-30,1,87,0,0,0.0706468510912259,0
2022-11-30,1,87,0,0,0.0956591333617353,0
2022-11-30,1,87,0,0,0.2884324457920684,0
2022-11-30,1,87,1,2,2.9203970125593415,2
2022-11-30,1,87,0,0,0.0336543182206554,0
2022-11-30,1,87,0,0,0.3768499621408239,0
2022-11-30,1,87,0,0,0.0830774809792416,0
2022-11-30,1,87,0,1,1.7181722030224122,0
2022-11-30,1,87,0,0,0.3243407678317993,0
2022-11-30,1,87,0,0,0.1379754390274641,0
2022-11-30,1,87,22,15,3.757554687010632,1
2022-11-30,1,87,0,0,0.2801692286653647,0
2022-11-30,1,87,0,0,1.818714283983077,0
2022-11-30,1,87,0,0,0.0893071639475522,0
2022-11-30,1,87,4,5,2.4646177116027346,2
2022-11-30,1,87,0,0,0.0736040838070266,0
2022-11-30,1,87,0,0,0.0372050293011554,0
2022-11-30,1,87,0,0,0.0672460905184522,0
2022-11-30,1,87,0,0,0.036721534504295,0
2022-11-30,1,87,0,0,0.0657439600708116,0
2022-11-30,1,87,0,0,0.2695161022595442,0
2022-11-30,1,87,17,15,3.616637790134384,1
2022-11-30,1,87,0,0,0.2765435709227475,0
2022-11-30,1,87,0,0,0.1321094336565167,0
2022-11-30,1,87,0,0,1.0905310569724662,0
2022-11-30,1,87,0,0,0.1365393789079476,0
2022-11-30,1,87,0,0,0.0258378005245205,0
2022-11-30,1,87,10,11,3.53259411784623,1
2022-11-30,1,87,0,0,0.0589328946598755,0
2022-11-30,1,87,2,1,2.268694221452946,2
2022-11-30,1,87,0,0,0.2019067575904287,0
2022-11-30,1,87,5,5,3.774582636902572,2
2022-11-30,1,87,0,0,0.0690295996060683,0
2022-11-30,1,87,2,0,1.2995885532930842,0
2022-11-30,1,87,0,0,0.180391175027978,0
2022-11-30,1,87,0,0,0.0191379243339611,0
2022-11-30,1,87,0,0,0.0435553135048536,0
2022-11-30,1,87,0,0,0.1812712279961275,0
2022-11-30,1,87,0,0,0.2627545946554193,0
2022-11-30,1,87,0,0,0.0728987280516051,0
2022-11-30,1,87,8,10,3.541973539266472,1
2022-11-30,1,87,10,12,3.721032830431149,1
2022-11-30,1,87,0,0,0.0768772631162661,0
2022-11-30,1,87,0,0,0.0131864309313414,0
2022-11-30,1,87,0,0,0.0455994533717358,0
2022-11-30,1,87,0,0,0.788740617067198,0
2022-11-30,1,87,8,10,3.6103785486229896,1
2022-11-30,1,87,0,0,0.0662067110196105,0
2022-11-30,1,87,0,0,0.1478608440706708,0
2022-11-30,1,87,0,0,0.2500621433923626,0
2022-11-30,1,87,0,0,0.3287576774021445,0
2022-11-30,1,87,1,1,2.7061619302441073,0
2022-11-30,1,87,10,10,3.7328899884837554,1
2022-11-30,1,87,0,0,0.0869140778404684,0
2022-11-30,1,87,0,0,0.3522000145757005,0
2022-11-30,1,87,0,0,0.0540252091621624,0
2022-11-30,1,87,0,0,0.2008164280210849,0
2022-11-30,1,87,0,0,0.0466921383404326,0
2022-11-30,1,87,0,0,1.4960251531748128,0
2022-11-30,1,87,0,0,0.1206541785506516,0
2022-11-30,1,87,0,0,1.447810391814265,0
2022-11-30,1,87,0,0,0.3123776170610597,0
2022-11-30,1,87,0,0,0.1674564282863286,0
2022-12-01,1,84,3,4,3.5663714773646404,2
2022-12-01,1,84,1,1,3.6328359006304463,2
2022-12-01,1,84,0,0,0.4539963660892638,0
2022-12-01,1,84,0,0,1.1590334537979103,0
2022-12-01,1,84,0,0,0.150473374079425,0
2022-12-01,1,84,11,12,3.7840550051036743,1
2022-12-01,1,84,0,0,1.7016540023788167,0
2022-12-01,1,84,0,0,0.0683042057564335,0
2022-12-01,1,84,0,0,0.4753457489298114,0
2022-12-01,1,84,11,13,3.7879855158052536,1
2022-12-01,1,84,0,0,0.2097035090749912,0
2022-12-01,1,84,0,0,0.079279020381108,0
2022-12-01,1,84,0,0,0.5743228503108568,0
2022-12-01,1,84,0,0,0.5536014112494954,0
2022-12-01,1,84,3,3,3.7207705271503144,2
2022-12-01,1,84,0,0,0.2601648982358853,0
2022-12-01,1,84,0,0,0.311255045372576,0
2022-12-01,1,84,0,0,0.0844536947140284,0
2022-12-01,1,84,0,0,0.0540103216734593,0
2022-12-01,1,84,2,1,0.7146956135252793,0
2022-12-01,1,84,0,0,0.0341675619984798,0
2022-12-01,1,84,0,0,0.0301740420598335,0
2022-12-01,1,84,0,0,0.0660532956577455,0
2022-12-01,1,84,0,0,1.4589846865732383,0
2022-12-01,1,84,0,0,0.21681383360675,0
2022-12-01,1,84,1,0,2.349120563602277,0
2022-12-01,1,84,6,4,3.7283557098787057,2
2022-12-01,1,84,0,0,0.1017039562542621,0
2022-12-01,1,84,2,0,2.5840943293598357,0
2022-12-01,1,84,0,0,0.1059426774307681,0
2022-12-01,1,84,0,0,0.0612930155437965,0
2022-12-01,1,84,0,0,0.0706363882395706,0
2022-12-01,1,84,0,0,0.1000825475852664,0
2022-12-01,1,84,0,0,0.0736714322069644,0
2022-12-01,1,84,0,0,0.216642118727286,0
2022-12-01,1,84,0,0,0.0260343750154774,0
2022-12-01,1,84,9,7,3.7043267907557222,1
2022-12-01,1,84,0,0,0.6569903971322475,0
2022-12-01,1,84,0,0,0.058376106188227,0
2022-12-01,1,84,2,1,3.8065408852846048,2
2022-12-01,1,84,0,1,1.0356800011122471,0
2022-12-01,1,84,0,0,0.4788213628235525,0
2022-12-01,1,84,10,12,3.486944290580645,1
2022-12-01,1,84,0,0,0.0503138727886209,0
2022-12-01,1,84,0,0,0.0260671757922708,0
2022-12-01,1,84,0,0,0.4741611247071233,0
2022-12-01,1,84,0,0,2.3159052118111205,0
2022-12-01,1,84,0,0,0.2033704088327468,0
2022-12-01,1,84,0,0,0.0492940054030057,0
2022-12-01,1,84,1,1,0.8372628286689121,0
2022-12-01,1,84,0,0,0.4697953708694911,0
2022-12-01,1,84,4,2,3.652038018794485,2
2022-12-01,1,84,0,0,0.5374770354847627,0
2022-12-01,1,84,0,1,1.9129863207976217,0
2022-12-01,1,84,0,0,0.0281252226549284,0
2022-12-01,1,84,0,0,0.2391394446044188,0
2022-12-01,1,84,0,0,0.1504726307171253,0
2022-12-01,1,84,0,0,0.0989890047704662,0
2022-12-01,1,84,0,0,1.116190119540832,0
2022-12-01,1,84,11,8,3.620629015351689,1
2022-12-01,1,84,0,0,0.1021008320500058,0
2022-12-01,1,84,2,2,0.9510922021721272,0
2022-12-01,1,84,0,0,0.2213509152863721,0
2022-12-01,1,84,0,0,0.2730142445676478,0
2022-12-01,1,84,0,0,0.094819055133442,0
2022-12-01,1,84,0,0,0.0149972932323692,0
2022-12-01,1,84,0,0,0.2875975385996767,0
2022-12-01,1,84,1,0,1.9346867484210504,0
2022-12-01,1,84,0,0,0.0374910433374608,0
2022-12-01,1,84,0,0,0.0169912092516568,0
2022-12-01,1,84,0,0,0.1406551380926686,0
2022-12-01,1,84,0,0,0.2419035848706059,0
2022-12-01,1,84,1,0,0.9194693068029878,0
2022-12-01,1,84,0,0,0.1491730716106403,0
2022-12-01,1,84,1,0,2.7138249547475226,0
2022-12-01,1,84,0,0,0.787476945158808,0
2022-12-01,1,84,2,1,3.492091538001844,2
2022-12-01,1,84,0,0,0.0404894439217287,0
2022-12-01,1,84,0,0,0.0372709495897396,0
2022-12-01,1,84,0,0,1.375822012120075,0
2022-12-01,1,84,1,1,0.6241372165181147,0
2022-12-01,1,84,0,0,0.0873760097475653,0
2022-12-01,1,84,0,0,0.2908662394842949,0
2022-12-01,1,84,0,0,0.554029620343627,0
2022-12-02,1,36,0,0,0.1069639018387178,0
2022-12-02,1,36,5,6,3.709078964652498,2
2022-12-02,1,36,2,1,3.000503468063272,2
2022-12-02,1,36,0,0,0.4112223016081699,0
2022-12-02,1,36,3,1,3.725849232059204,2
2022-12-02,1,36,0,0,0.0253765954267208,0
2022-12-02,1,36,0,0,0.3557669821435567,0
2022-12-02,1,36,0,0,0.5496121673583403,0
2022-12-02,1,36,8,7,3.637876540686712,1
2022-12-02,1,36,0,0,0.8976449150934656,0
2022-12-02,1,36,4,2,3.749696903354149,2
2022-12-02,1,36,0,0,0.0757586518929258,0
2022-12-02,1,36,0,0,0.1643593676938834,0
2022-12-02,1,36,0,0,0.0528527712112776,0
2022-12-02,1,36,4,3,3.258501637508047,2
2022-12-02,1,36,0,0,0.1758518820936245,0
2022-12-02,1,36,0,0,0.0483116314315452,0
2022-12-02,1,36,0,0,1.7468393882234992,0
2022-12-02,1,36,3,3,3.675661234598408,2
2022-12-02,1,36,0,0,1.6347913319969294,0
2022-12-02,1,36,9,7,3.5976381424720856,1
2022-12-02,1,36,0,0,0.4499981208807355,0
2022-12-02,1,36,0,0,0.1880889293008252,0
2022-12-02,1,36,0,0,0.146121904963941,0
2022-12-02,1,36,0,0,0.2213478316776544,0
2022-12-02,1,36,0,0,0.0999664154747606,0
2022-12-02,1,36,5,3,2.39432383183091,2
2022-12-02,1,36,0,0,0.5800610367793055,0
2022-12-02,1,36,0,0,0.170185362322762,0
2022-12-02,1,36,0,0,1.284838091342948,0
2022-12-02,1,36,3,4,1.2827130536920637,2
2022-12-02,1,36,0,0,0.101015935805556,0
2022-12-02,1,36,0,0,0.0558290334177371,0
2022-12-02,1,36,0,0,0.0443004771573782,0
2022-12-02,1,36,1,0,0.2577721432651145,0
2022-12-02,1,36,0,0,0.1363382444282805,0
